Cust_id,Age,Gender,Employment Category,Income,Avg. Yearly Balance_k,Avg Yearly ATM Withdrawals,Avg. Foreign Card Payments,Avg. Digital Payments,Fixed Deposits
16070,31-35,Female,Self Employed,"501,000 - 1 Million",1444,43,15,37,1
16071,36-40,Male,Private Sector Employee,Greater than 1 million,3272,20,21,66,1
16072,36-40,Male,Private Sector Employee,"501,000 - 1 Million",1285,49,25,47,0
16073,41-60,Male,Self Employed,Greater than 1 million,4984,24,22,62,1
16074,41-60,Male,Self Employed,Greater than 1 million,4719,98,20,55,1
16075,41-60,Male,Self Employed,Greater than 1 million,2443,22,25,70,1
16076,36-40,Male,Private Sector Employee,Greater than 1 million,3509,45,24,41,1
16077,36-40,Male,Private Sector Employee,Greater than 1 million,2347,89,34,5,1
16078,21-30,Female,Private Sector Employee,Greater than 1 million,3244,31,27,19,1
16079,31-35,Male,Private Sector Employee,Greater than 1 million,3236,79,28,11,1
16080,Above 60,Female,Civil/Public Servant,"101,000 - 250,000",373,45,5,10,0
16081,Above 60,Female,Civil/Public Servant,"501,000 - 1 Million",1661,44,19,33,1
16082,41-60,Female,Civil/Public Servant,"501,000 - 1 Million",1273,47,16,7,1
16083,41-60,Female,Civil/Public Servant,Greater than 1 million,4694,24,21,67,1
16084,31-35,Male,Self Employed,"501,000 - 1 Million",1229,54,23,5,0
16085,31-35,Male,Self Employed,Greater than 1 million,2986,36,26,59,0
16086,31-35,Male,Self Employed,Greater than 1 million,2051,83,29,68,1
16087,21-30,Female,Self Employed,Greater than 1 million,4676,24,27,65,1
16088,21-30,Male,Student,Greater than 1 million,2618,100,21,63,1
16089,31-35,Male,Private Sector Employee,Greater than 1 million,4656,19,25,49,1
16090,31-35,Female,Private Sector Employee,Greater than 1 million,4650,24,28,54,1
16091,31-35,Female,Private Sector Employee,Greater than 1 million,2422,45,23,55,1
16092,21-30,Male,Self Employed,Greater than 1 million,4288,23,27,64,1
16093,31-35,Male,Self Employed,Greater than 1 million,3137,7,34,31,1
16095,31-35,Male,Civil/Public Servant,"251,000 - 500,000",657,14,9,27,1
16096,31-35,Male,Civil/Public Servant,"251,000 - 500,000",582,10,15,20,0
16097,18-20,Female,Student,Greater than 1 million,2033,81,24,55,1
16099,31-35,Female,Self Employed,Greater than 1 million,2593,40,22,62,1
16100,31-35,Female,Self Employed,Greater than 1 million,3685,22,32,68,1
16101,21-30,Male,Private Sector Employee,"251,000 - 500,000",500,64,14,30,1
16102,41-60,Female,Private Sector Employee,Greater than 1 million,2435,23,29,18,1
16103,21-30,Female,Private Sector Employee,Greater than 1 million,2481,25,32,47,1
16104,41-60,Male,Private Sector Employee,Greater than 1 million,1732,36,35,11,1
16105,41-60,Female,Self Employed,Greater than 1 million,3550,20,24,58,1
16106,18-20,Male,Student,Greater than 1 million,3630,25,21,48,1
16107,31-35,Male,Civil/Public Servant,"501,000 - 1 Million",1056,0,12,56,0
16108,31-35,Male,Civil/Public Servant,Greater than 1 million,2473,21,25,69,0
16109,41-60,Female,Civil/Public Servant,Greater than 1 million,4971,24,24,10,1
16110,41-60,Female,Civil/Public Servant,Greater than 1 million,2455,14,24,24,0
16111,36-40,Male,Unemployed,"251,000 - 500,000",722,46,11,37,1
16112,21-30,Male,Civil/Public Servant,Greater than 1 million,4246,38,24,35,1
16113,21-30,Male,Civil/Public Servant,Greater than 1 million,2561,20,35,6,1
16114,31-35,Male,Civil/Public Servant,Greater than 1 million,2645,38,31,49,1
16115,31-35,Male,Civil/Public Servant,"501,000 - 1 Million",1233,28,12,45,1
16116,31-35,Male,Civil/Public Servant,Greater than 1 million,4449,51,22,0,1
16117,21-30,Female,Private Sector Employee,"251,000 - 500,000",437,56,12,11,1
16118,Above 60,Male,Civil/Public Servant,Greater than 1 million,2213,34,20,58,1
16119,Above 60,Male,Civil/Public Servant,Greater than 1 million,1872,25,23,33,0
16120,Above 60,Male,Civil/Public Servant,Greater than 1 million,4810,90,34,62,1
16121,41-60,Male,Self Employed,Greater than 1 million,3156,53,22,65,1
16122,41-60,Male,Self Employed,"251,000 - 500,000",550,63,9,18,1
16123,31-35,Female,Private Sector Employee,"501,000 - 1 Million",1654,56,12,57,0
16124,31-35,Female,Private Sector Employee,Greater than 1 million,3957,45,27,62,1
16125,21-30,Male,Student,Greater than 1 million,3651,22,34,68,1
16126,21-30,Male,Unemployed,"Below 50,000",75,94,0,50,0
16127,31-35,Female,Private Sector Employee,"101,000 - 250,000",291,32,5,9,0
16128,31-35,Male,Unemployed,Greater than 1 million,4630,45,35,61,1
16129,31-35,Male,Self Employed,Greater than 1 million,4226,22,31,66,1
16130,31-35,Female,Private Sector Employee,Greater than 1 million,2220,42,35,66,1
16131,31-35,Female,Private Sector Employee,Greater than 1 million,2624,30,21,63,0
16132,41-60,Male,Self Employed,"501,000 - 1 Million",1330,49,23,31,0
16133,41-60,Male,Self Employed,Greater than 1 million,2128,40,33,57,0
16134,21-30,Female,Student,Greater than 1 million,3010,29,33,48,1
16135,21-30,Female,Student,Greater than 1 million,3057,37,35,62,1
16136,36-40,Male,Unemployed,"251,000 - 500,000",790,52,11,35,1
16137,36-40,Male,Unemployed,"251,000 - 500,000",682,13,6,27,1
16138,36-40,Male,Unemployed,"251,000 - 500,000",395,62,9,70,1
16139,36-40,Male,Unemployed,Greater than 1 million,1711,29,32,57,1
16140,41-60,Female,Private Sector Employee,Greater than 1 million,4884,48,27,55,1
16141,31-35,Female,Private Sector Employee,Greater than 1 million,4156,43,30,63,1
16142,31-35,Female,Private Sector Employee,Greater than 1 million,3888,41,20,53,1
16143,31-35,Female,Private Sector Employee,Greater than 1 million,3305,33,30,68,1
16144,21-30,Female,Private Sector Employee,Greater than 1 million,4505,22,22,12,1
16145,21-30,Female,Private Sector Employee,Greater than 1 million,2182,82,27,64,1
16146,21-30,Female,Private Sector Employee,Greater than 1 million,4298,41,25,21,1
16147,21-30,Male,Private Sector Employee,Greater than 1 million,3054,20,33,67,1
16148,31-35,Female,Private Sector Employee,"101,000 - 250,000",350,18,7,12,0
16149,31-35,Female,Private Sector Employee,Greater than 1 million,2355,30,24,48,0
16150,36-40,Female,Self Employed,Greater than 1 million,4238,41,35,52,1
16151,21-30,Female,Student,"501,000 - 1 Million",1391,100,21,37,0
16152,31-35,Male,Private Sector Employee,"501,000 - 1 Million",917,46,19,33,1
16153,31-35,Male,Private Sector Employee,Greater than 1 million,4442,44,33,50,1
16154,31-35,Male,Self Employed,Greater than 1 million,2089,34,33,61,1
16155,31-35,Male,Self Employed,"501,000 - 1 Million",1532,19,25,36,0
16156,18-20,Male,Student,Greater than 1 million,3594,2,31,52,0
16157,36-40,Male,Civil/Public Servant,"501,000 - 1 Million",1477,51,20,30,1
16158,36-40,Male,Civil/Public Servant,"251,000 - 500,000",751,75,14,39,1
16159,31-35,Female,Self Employed,Greater than 1 million,2530,26,22,51,1
16160,31-35,Female,Self Employed,"501,000 - 1 Million",1284,45,16,41,1
16161,31-35,Male,Self Employed,Greater than 1 million,3774,39,24,3,1
16162,31-35,Male,Unemployed,Greater than 1 million,2461,31,32,63,1
16163,31-35,Male,Unemployed,"501,000 - 1 Million",1450,53,14,26,1
16164,31-35,Male,Student,Greater than 1 million,4862,41,29,50,1
16165,31-35,Male,Student,Greater than 1 million,4480,24,26,45,1
16166,41-60,Male,Private Sector Employee,Greater than 1 million,2825,39,21,34,1
16167,41-60,Male,Private Sector Employee,Greater than 1 million,2451,21,24,68,1
16168,36-40,Female,Civil/Public Servant,Greater than 1 million,2100,21,24,64,1
16169,36-40,Female,Civil/Public Servant,Greater than 1 million,4217,12,30,22,1
16170,36-40,Female,Civil/Public Servant,Greater than 1 million,3922,40,24,48,1
16171,36-40,Male,Private Sector Employee,Greater than 1 million,2121,41,23,60,1
16172,36-40,Male,Private Sector Employee,"101,000 - 250,000",364,94,3,6,1
16173,18-20,Female,Student,"251,000 - 500,000",779,65,8,22,1
16174,31-35,Male,Private Sector Employee,Greater than 1 million,3341,96,24,47,1
16175,31-35,Male,Private Sector Employee,Greater than 1 million,4229,39,35,26,1
16176,21-30,Male,Self Employed,"501,000 - 1 Million",1562,51,17,41,1
16177,21-30,Female,Unemployed,Greater than 1 million,4467,87,29,45,1
16178,21-30,Female,Unemployed,"251,000 - 500,000",824,56,11,19,1
16179,31-35,Female,Private Sector Employee,Greater than 1 million,2864,39,28,61,1
16180,31-35,Female,Private Sector Employee,Greater than 1 million,4062,20,25,51,1
16181,21-30,Female,Self Employed,Greater than 1 million,3905,41,30,65,1
16182,31-35,Male,Self Employed,Greater than 1 million,1767,39,31,70,1
16183,36-40,Female,Private Sector Employee,Greater than 1 million,3574,32,35,14,1
16184,36-40,Female,Private Sector Employee,Greater than 1 million,3248,42,21,36,1
16185,18-20,Male,Student,Greater than 1 million,4178,78,23,58,1
16186,31-35,Female,Self Employed,"251,000 - 500,000",733,57,12,20,1
16187,21-30,Male,Self Employed,"501,000 - 1 Million",1314,43,20,39,1
16188,21-30,Male,Self Employed,Greater than 1 million,2312,35,21,13,1
16189,31-35,Male,Civil/Public Servant,Greater than 1 million,3526,31,33,64,1
16190,31-35,Male,Civil/Public Servant,Greater than 1 million,4825,43,23,50,1
16191,31-35,Male,Private Sector Employee,"50,000 - 100,000",105,72,1,8,0
16192,31-35,Female,Private Sector Employee,Greater than 1 million,3125,31,31,63,1
16193,31-35,Male,Private Sector Employee,Greater than 1 million,3285,22,34,50,1
16194,31-35,Male,Private Sector Employee,"251,000 - 500,000",733,60,9,26,0
16195,31-35,Male,Private Sector Employee,Greater than 1 million,2115,44,31,42,1
16196,Above 60,Male,Civil/Public Servant,Greater than 1 million,4177,35,22,45,1
16197,Above 60,Male,Civil/Public Servant,Greater than 1 million,2041,21,26,65,0
16198,Above 60,Male,Civil/Public Servant,"501,000 - 1 Million",1073,49,20,41,1
16199,Above 60,Male,Civil/Public Servant,"501,000 - 1 Million",1328,43,22,30,1
16200,41-60,Male,Unemployed,Greater than 1 million,4499,37,25,57,1
16201,41-60,Male,Private Sector Employee,"501,000 - 1 Million",958,47,18,50,1
16202,41-60,Male,Private Sector Employee,"251,000 - 500,000",458,50,9,20,1
16203,41-60,Male,Private Sector Employee,Greater than 1 million,3481,39,31,34,1
16204,31-35,Male,Civil/Public Servant,"501,000 - 1 Million",1456,52,14,35,0
16205,31-35,Male,Civil/Public Servant,"501,000 - 1 Million",1286,27,13,44,1
16206,31-35,Male,Civil/Public Servant,Greater than 1 million,2305,46,34,56,0
16207,31-35,Male,Private Sector Employee,Greater than 1 million,2631,36,35,56,1
16208,31-35,Male,Self Employed,Greater than 1 million,4655,40,25,64,1
16209,41-60,Male,Civil/Public Servant,"101,000 - 250,000",312,60,2,6,1
16210,41-60,Male,Civil/Public Servant,Greater than 1 million,3729,20,34,24,1
16211,41-60,Male,Civil/Public Servant,Greater than 1 million,4459,30,22,64,1
16212,31-35,Male,Private Sector Employee,Greater than 1 million,2960,20,25,68,1
16213,31-35,Male,Private Sector Employee,Greater than 1 million,3379,44,27,32,1
16214,31-35,Male,Private Sector Employee,Greater than 1 million,3248,44,32,50,1
16215,31-35,Male,Private Sector Employee,"501,000 - 1 Million",1642,41,14,24,1
16216,41-60,Male,Self Employed,Greater than 1 million,1715,66,32,49,1
16217,41-60,Male,Self Employed,"Below 50,000",29,96,0,1,0
16218,41-60,Male,Self Employed,Greater than 1 million,4538,28,25,67,1
16219,41-60,Male,Self Employed,Greater than 1 million,4559,42,33,57,1
16220,36-40,Female,Civil/Public Servant,Greater than 1 million,2707,30,20,58,1
16221,36-40,Female,Civil/Public Servant,Greater than 1 million,4512,26,22,53,1
16222,21-30,Female,Private Sector Employee,Greater than 1 million,2287,39,30,65,1
16223,21-30,Female,Private Sector Employee,Greater than 1 million,2416,22,23,64,1
16224,Above 60,Female,Retired,Greater than 1 million,2549,25,26,67,1
16225,Above 60,Female,Retired,"501,000 - 1 Million",939,45,23,31,1
16226,31-35,Male,Private Sector Employee,Greater than 1 million,4567,26,35,47,1
16227,18-20,Male,Student,Greater than 1 million,4644,43,26,31,1
16228,Above 60,Female,Self Employed,Greater than 1 million,2803,37,30,52,1
16229,Above 60,Male,Retired,"501,000 - 1 Million",1156,40,23,43,1
16230,Above 60,Male,Retired,Greater than 1 million,4343,35,24,55,1
16231,Above 60,Male,Retired,Greater than 1 million,4983,77,22,55,1
16232,31-35,Male,Private Sector Employee,Greater than 1 million,3189,20,22,64,1
16233,31-35,Male,Private Sector Employee,Greater than 1 million,4974,38,31,55,1
16234,31-35,Female,Civil/Public Servant,Greater than 1 million,4012,66,30,69,1
16235,31-35,Female,Civil/Public Servant,Greater than 1 million,4181,51,28,64,1
16236,21-30,Male,Unemployed,"251,000 - 500,000",451,54,12,19,0
16237,31-35,Male,Private Sector Employee,"251,000 - 500,000",584,62,6,33,0
16238,31-35,Male,Private Sector Employee,Greater than 1 million,4228,72,34,60,1
16240,Above 60,Male,Retired,"501,000 - 1 Million",870,50,21,50,0
16241,Above 60,Male,Retired,Greater than 1 million,3216,87,26,69,1
16242,Above 60,Male,Retired,Greater than 1 million,1812,39,35,46,1
16243,Above 60,Male,Retired,Greater than 1 million,2356,31,34,4,1
16244,36-40,Male,Self Employed,Greater than 1 million,4470,25,34,49,1
16245,36-40,Male,Self Employed,Greater than 1 million,4445,34,33,66,1
16246,21-30,Male,Private Sector Employee,Greater than 1 million,2058,43,22,50,1
16247,31-35,Male,Private Sector Employee,Greater than 1 million,3612,23,27,10,0
16248,31-35,Male,Private Sector Employee,Greater than 1 million,2993,34,24,69,1
16249,36-40,Male,Civil/Public Servant,"501,000 - 1 Million",998,55,20,38,1
16250,36-40,Male,Civil/Public Servant,Greater than 1 million,4401,25,35,66,0
16251,36-40,Male,Civil/Public Servant,"501,000 - 1 Million",989,22,12,19,1
16252,31-35,Female,Self Employed,Greater than 1 million,4461,95,22,65,1
16255,21-30,Male,Private Sector Employee,Greater than 1 million,4317,22,30,67,1
16256,21-30,Male,Private Sector Employee,"501,000 - 1 Million",1268,53,25,37,1
16257,36-40,Female,Private Sector Employee,"Below 50,000",76,97,0,3,0
16258,18-20,Female,Student,Greater than 1 million,2494,8,24,69,1
16259,21-30,Male,Private Sector Employee,"501,000 - 1 Million",1013,50,17,32,1
16260,21-30,Female,Private Sector Employee,"501,000 - 1 Million",1423,42,16,54,1
16261,18-20,Female,Student,Greater than 1 million,1996,33,24,70,1
16262,31-35,Male,Unemployed,Greater than 1 million,2554,25,30,68,1
16263,31-35,Male,Unemployed,"Below 50,000",31,85,0,19,0
16264,31-35,Female,Private Sector Employee,"501,000 - 1 Million",1148,45,12,31,1
16265,31-35,Female,Private Sector Employee,"501,000 - 1 Million",1048,48,23,60,0
16266,36-40,Male,Self Employed,Greater than 1 million,4809,38,25,47,1
16267,36-40,Male,Self Employed,Greater than 1 million,4414,27,25,66,1
16268,31-35,Male,Self Employed,"251,000 - 500,000",739,55,14,28,0
16269,18-20,Female,Student,"501,000 - 1 Million",1525,45,23,42,1
16270,41-60,Female,Civil/Public Servant,Greater than 1 million,4115,73,28,45,1
16271,41-60,Female,Civil/Public Servant,"101,000 - 250,000",245,98,5,18,0
16272,21-30,Male,Private Sector Employee,"251,000 - 500,000",390,58,15,53,0
16273,36-40,Male,Civil/Public Servant,"251,000 - 500,000",814,51,10,13,1
16274,36-40,Male,Civil/Public Servant,Greater than 1 million,1762,44,25,49,1
16275,21-30,Female,Self Employed,"50,000 - 100,000",170,71,2,3,0
16276,31-35,Female,Others,Greater than 1 million,4290,69,32,60,0
16277,31-35,Female,Others,"251,000 - 500,000",694,57,7,35,1
16278,21-30,Male,Self Employed,Greater than 1 million,3550,27,31,68,1
16279,18-20,Male,Student,Greater than 1 million,4153,39,33,53,1
16280,21-30,Female,Self Employed,Greater than 1 million,2356,65,28,49,1
16281,21-30,Female,Unemployed,Greater than 1 million,4324,21,21,6,1
16282,21-30,Male,Private Sector Employee,"101,000 - 250,000",340,72,3,50,0
16283,21-30,Male,Private Sector Employee,Greater than 1 million,1966,22,31,50,1
16284,31-35,Male,Private Sector Employee,Greater than 1 million,2425,35,33,50,1
16285,31-35,Female,Civil/Public Servant,Greater than 1 million,3929,43,28,55,1
16286,31-35,Female,Civil/Public Servant,Greater than 1 million,3073,21,34,32,1
16287,31-35,Female,Civil/Public Servant,Greater than 1 million,3475,37,20,60,1
16288,18-20,Male,Student,Greater than 1 million,4874,39,20,52,1
16289,36-40,Male,Civil/Public Servant,Greater than 1 million,4714,45,27,70,1
16290,36-40,Male,Civil/Public Servant,Greater than 1 million,1877,59,35,40,1
16291,21-30,Female,Civil/Public Servant,Greater than 1 million,3468,41,34,49,1
16292,31-35,Female,Private Sector Employee,Greater than 1 million,3348,38,29,3,1
16293,21-30,Female,Private Sector Employee,"101,000 - 250,000",299,69,6,13,1
16294,21-30,Female,Private Sector Employee,"251,000 - 500,000",411,59,7,9,0
16295,18-20,Male,Student,Greater than 1 million,2258,26,34,57,1
16296,31-35,Male,Private Sector Employee,"501,000 - 1 Million",1064,52,16,31,0
16297,31-35,Male,Private Sector Employee,"501,000 - 1 Million",1496,46,19,34,0
16298,21-30,Female,Unemployed,Greater than 1 million,1709,30,35,60,1
16299,21-30,Female,Unemployed,"501,000 - 1 Million",1405,51,12,42,1
16300,18-20,Female,Student,Greater than 1 million,3127,29,32,56,1
16301,31-35,Male,Private Sector Employee,Greater than 1 million,4156,78,21,50,1
16302,21-30,Female,Private Sector Employee,"251,000 - 500,000",517,51,9,63,1
16303,31-35,Female,Private Sector Employee,Greater than 1 million,2677,20,23,49,1
16304,21-30,Female,Self Employed,Greater than 1 million,2098,26,32,68,1
16305,21-30,Male,Civil/Public Servant,Greater than 1 million,3620,21,33,56,1
16306,31-35,Male,Private Sector Employee,Greater than 1 million,3112,71,29,2,0
16307,31-35,Male,Private Sector Employee,"Below 50,000",47,97,0,0,0
16308,21-30,Female,Student,Greater than 1 million,3555,65,26,69,1
16309,31-35,Female,Private Sector Employee,Greater than 1 million,2097,58,29,3,1
16310,31-35,Female,Private Sector Employee,"Below 50,000",54,83,0,2,0
16311,21-30,Male,Self Employed,"251,000 - 500,000",478,59,6,24,0
16312,18-20,Male,Student,"501,000 - 1 Million",1424,42,16,34,1
16313,21-30,Female,Unemployed,Greater than 1 million,4497,54,24,50,1
16314,31-35,Male,Private Sector Employee,Greater than 1 million,2724,43,33,16,1
16315,21-30,Female,Self Employed,Greater than 1 million,4496,28,33,53,0
16316,21-30,Female,Self Employed,Greater than 1 million,2200,26,30,69,1
16317,41-60,Male,Civil/Public Servant,"501,000 - 1 Million",1339,42,20,12,0
16318,41-60,Male,Civil/Public Servant,Greater than 1 million,2341,41,22,56,1
16319,41-60,Male,Civil/Public Servant,Greater than 1 million,4239,37,28,65,1
16320,21-30,Female,Self Employed,Greater than 1 million,3597,0,30,61,1
16321,36-40,Female,Self Employed,Greater than 1 million,1736,44,34,70,1
16322,36-40,Female,Self Employed,"501,000 - 1 Million",1330,15,24,49,0
16323,21-30,Male,Civil/Public Servant,Greater than 1 million,2454,37,31,57,0
16324,21-30,Male,Civil/Public Servant,"Below 50,000",89,38,0,2,0
16325,18-20,Female,Student,Greater than 1 million,3517,22,26,66,1
16326,18-20,Female,Student,Greater than 1 million,3644,29,26,27,1
16327,41-60,Female,Self Employed,"101,000 - 250,000",285,72,3,18,0
16328,31-35,Female,Self Employed,"501,000 - 1 Million",926,54,23,31,1
16329,31-35,Female,Self Employed,Greater than 1 million,4422,82,28,57,1
16330,36-40,Male,Civil/Public Servant,Greater than 1 million,3506,25,23,9,1
16331,36-40,Male,Civil/Public Servant,Greater than 1 million,4622,38,28,59,1
16332,21-30,Male,Student,Greater than 1 million,2770,31,35,61,1
16333,31-35,Female,Self Employed,"101,000 - 250,000",278,61,2,8,1
16334,31-35,Female,Self Employed,Greater than 1 million,3573,24,20,59,0
16335,21-30,Male,Self Employed,Greater than 1 million,2754,44,29,69,1
16336,36-40,Female,Self Employed,Greater than 1 million,3099,11,20,61,1
16337,31-35,Male,Self Employed,Greater than 1 million,3330,37,24,47,1
16338,21-30,Male,Student,Greater than 1 million,4299,45,21,55,1
16339,21-30,Female,Student,Greater than 1 million,1783,22,34,48,1
16340,18-20,Female,Student,Greater than 1 million,3774,26,24,64,1
16341,21-30,Female,Student,"501,000 - 1 Million",1374,14,17,43,1
16342,31-35,Female,Self Employed,Greater than 1 million,2988,23,35,65,1
16343,18-20,Male,Student,"501,000 - 1 Million",1687,55,18,14,1
16344,21-30,Male,Student,"251,000 - 500,000",787,90,6,33,1
16345,21-30,Male,Student,Greater than 1 million,4340,71,34,45,1
16346,21-30,Male,Student,Greater than 1 million,3546,37,26,53,1
16348,21-30,Male,Student,"251,000 - 500,000",855,61,8,26,1
16349,18-20,Female,Student,"501,000 - 1 Million",1533,48,13,39,0
16350,18-20,Female,Student,Greater than 1 million,3237,5,23,70,1
16351,21-30,Male,Student,"251,000 - 500,000",782,79,7,32,1
16352,21-30,Male,Student,Greater than 1 million,2057,41,34,69,1
16353,41-60,Female,Self Employed,Greater than 1 million,2276,39,24,60,1
16354,41-60,Female,Self Employed,Greater than 1 million,1977,30,27,51,1
16355,21-30,Female,Unemployed,"501,000 - 1 Million",865,46,15,28,1
16356,36-40,Female,Self Employed,Greater than 1 million,3122,97,25,48,0
16357,21-30,Male,Student,Greater than 1 million,3178,21,25,35,1
16358,21-30,Female,Student,"501,000 - 1 Million",1430,43,16,29,0
16359,21-30,Male,Student,Greater than 1 million,1958,99,31,57,1
16360,36-40,Male,Self Employed,"501,000 - 1 Million",1023,44,23,40,0
16361,21-30,Female,Self Employed,Greater than 1 million,2062,30,27,65,0
16362,21-30,Female,Self Employed,Greater than 1 million,2485,34,32,51,1
16363,21-30,Male,Student,Greater than 1 million,2303,27,30,12,1
16364,21-30,Male,Student,"251,000 - 500,000",637,23,9,28,0
16365,21-30,Male,Student,Greater than 1 million,3644,39,33,53,1
16366,21-30,Male,Student,Greater than 1 million,3648,39,28,48,1
16367,21-30,Male,Student,Greater than 1 million,4430,32,34,18,1
16368,18-20,Male,Student,Greater than 1 million,4973,16,28,0,1
16369,21-30,Male,Student,Greater than 1 million,2329,87,24,32,1
16370,21-30,Male,Student,"501,000 - 1 Million",1633,53,23,44,0
16371,21-30,Male,Student,Greater than 1 million,2821,21,29,45,1
16372,21-30,Female,Student,Greater than 1 million,2894,37,35,35,1
16373,31-35,Male,Civil/Public Servant,Greater than 1 million,1840,78,33,34,1
16374,31-35,Male,Civil/Public Servant,Greater than 1 million,3347,22,27,45,1
16375,21-30,Male,Student,"251,000 - 500,000",760,56,6,24,1
16376,21-30,Male,Student,"501,000 - 1 Million",1296,45,15,31,1
16377,21-30,Male,Student,Greater than 1 million,2840,41,25,54,1
16378,21-30,Male,Student,Greater than 1 million,4555,32,32,13,1
16379,41-60,Male,Civil/Public Servant,Greater than 1 million,3002,41,30,64,1
16380,41-60,Male,Civil/Public Servant,Greater than 1 million,2303,5,34,53,1
16381,41-60,Male,Civil/Public Servant,"251,000 - 500,000",408,72,9,26,1
16382,21-30,Female,Student,Greater than 1 million,2049,98,22,23,1
16383,36-40,Female,Civil/Public Servant,Greater than 1 million,3796,24,31,57,1
16384,31-35,Male,Civil/Public Servant,Greater than 1 million,2859,21,35,49,1
16385,21-30,Male,Student,Greater than 1 million,4877,34,23,24,1
16386,36-40,Male,Civil/Public Servant,"50,000 - 100,000",97,79,2,4,0
16387,36-40,Male,Civil/Public Servant,Greater than 1 million,4716,20,31,47,1
16388,41-60,Male,Civil/Public Servant,"501,000 - 1 Million",858,55,14,40,1
16389,36-40,Male,Civil/Public Servant,Greater than 1 million,4891,24,27,63,1
16390,36-40,Female,Civil/Public Servant,Greater than 1 million,2354,34,21,53,1
16391,41-60,Female,Civil/Public Servant,Greater than 1 million,3959,29,27,4,1
16392,36-40,Female,Civil/Public Servant,"501,000 - 1 Million",1139,79,14,31,1
16393,36-40,Female,Civil/Public Servant,Greater than 1 million,2892,23,23,43,1
16394,21-30,Female,Student,Greater than 1 million,4025,52,28,55,1
16395,21-30,Female,Student,Greater than 1 million,4826,57,28,22,1
16396,21-30,Female,Student,Greater than 1 million,4833,16,20,50,1
16397,21-30,Female,Student,Greater than 1 million,1863,23,25,50,1
16398,Above 60,Female,Self Employed,Greater than 1 million,1754,38,29,49,1
16399,Above 60,Female,Self Employed,Greater than 1 million,2370,28,34,53,1
16400,18-20,Male,Student,"251,000 - 500,000",725,59,14,49,1
16401,21-30,Male,Student,Greater than 1 million,2855,26,31,55,0
16402,18-20,Male,Student,Greater than 1 million,3075,50,34,2,1
16403,31-35,Male,Civil/Public Servant,Greater than 1 million,4592,40,30,25,1
16404,31-35,Male,Civil/Public Servant,Greater than 1 million,4074,28,31,69,1
16405,21-30,Female,Student,Greater than 1 million,1981,36,25,55,1
16406,31-35,Male,Civil/Public Servant,Greater than 1 million,2679,44,22,60,0
16407,31-35,Male,Civil/Public Servant,"251,000 - 500,000",643,9,8,1,0
16408,36-40,Male,Civil/Public Servant,Greater than 1 million,4357,15,22,70,1
16409,36-40,Male,Civil/Public Servant,Greater than 1 million,2057,25,34,53,1
16410,36-40,Male,Civil/Public Servant,Greater than 1 million,2968,91,33,63,1
16411,36-40,Male,Civil/Public Servant,Greater than 1 million,2376,42,29,49,1
16412,18-20,Male,Student,"501,000 - 1 Million",945,53,23,30,1
16413,31-35,Male,Civil/Public Servant,"501,000 - 1 Million",1316,59,23,31,1
16414,31-35,Male,Civil/Public Servant,"251,000 - 500,000",535,10,9,1,1
16415,21-30,Male,Private Sector Employee,Greater than 1 million,2617,23,29,55,0
16416,21-30,Male,Private Sector Employee,Greater than 1 million,2419,30,34,70,1
16417,36-40,Male,Civil/Public Servant,"501,000 - 1 Million",1566,27,20,49,1
16418,36-40,Male,Civil/Public Servant,Greater than 1 million,3899,25,26,55,1
16419,36-40,Male,Civil/Public Servant,Greater than 1 million,2824,98,23,53,1
16420,21-30,Male,Civil/Public Servant,Greater than 1 million,2586,43,32,59,1
16421,21-30,Male,Civil/Public Servant,"251,000 - 500,000",635,56,12,25,0
16422,21-30,Male,Civil/Public Servant,Greater than 1 million,1820,25,23,43,1
16423,21-30,Male,Civil/Public Servant,Greater than 1 million,4922,39,21,67,1
16424,21-30,Male,Civil/Public Servant,"101,000 - 250,000",322,75,8,19,0
16425,41-60,Female,Civil/Public Servant,Greater than 1 million,4280,85,24,64,1
16426,41-60,Female,Civil/Public Servant,"251,000 - 500,000",737,63,5,31,0
16427,31-35,Female,Civil/Public Servant,Greater than 1 million,3090,87,33,53,1
16428,31-35,Female,Civil/Public Servant,"50,000 - 100,000",142,72,1,40,0
16429,31-35,Female,Civil/Public Servant,"501,000 - 1 Million",1109,42,19,38,1
16430,41-60,Male,Civil/Public Servant,Greater than 1 million,4167,32,24,53,1
16431,41-60,Male,Civil/Public Servant,"501,000 - 1 Million",1279,49,23,47,1
16432,41-60,Male,Civil/Public Servant,"501,000 - 1 Million",887,49,12,41,1
16433,31-35,Male,Private Sector Employee,Greater than 1 million,2595,84,20,48,1
16434,36-40,Male,Civil/Public Servant,Greater than 1 million,4095,31,22,61,1
16435,36-40,Male,Civil/Public Servant,Greater than 1 million,2490,92,24,57,1
16436,21-30,Female,Civil/Public Servant,"50,000 - 100,000",110,78,2,59,1
16437,21-30,Female,Civil/Public Servant,Greater than 1 million,3586,40,24,56,1
16438,21-30,Female,Civil/Public Servant,Greater than 1 million,2354,21,30,55,1
16439,21-30,Female,Private Sector Employee,Greater than 1 million,3251,25,24,51,1
16440,41-60,Male,Civil/Public Servant,Greater than 1 million,3501,31,28,39,1
16441,41-60,Male,Civil/Public Servant,Greater than 1 million,3634,20,34,67,1
