OrderID,CustomerID,OrderVolume,ShipMode,Segment,Category,PaymentTerm,Discount,ExistingPurchaseOrder,FirstCustomerOrder,CashInDate
O-13221,1025,26.52,Standard Class,Corporate,Office Supplies,45,3,Yes,No,02-09-2012
O-13274,1012,25.94,Standard Class,Corporate,Office Supplies,45,3,Yes,No,03-09-2012
O-13521,1015,26.52,Second Class,Consumer,Office Supplies,45,0,Yes,No,04-09-2012
O-13638,1010,25.83,First Class,Consumer,Office Supplies,45,3,Yes,No,05-09-2012
O-13525,1012,24.75,First Class,Corporate,Office Supplies,45,5,Yes,No,06-09-2012
O-13424,1007,24.62,Standard Class,Corporate,Office Supplies,30,0,No,No,07-09-2012
O-13595,1007,25.26,Second Class,Corporate,Office Supplies,45,5,No,No,08-09-2012
O-13491,1026,25.92,Standard Class,Corporate,Office Supplies,45,5,Yes,No,09-09-2012
O-13472,1026,25.54,Second Class,Corporate,Office Supplies,45,0,Yes,No,10-09-2012
O-13492,1025,25.84,Same Day,Corporate,Office Supplies,45,5,Yes,No,11-09-2012
O-13641,1024,25.04,First Class,Corporate,Office Supplies,45,5,No,No,12-09-2012
O-13505,1012,24.74,Standard Class,Corporate,Office Supplies,45,5,No,No,13-09-2012
O-13909,1030,24.75,Standard Class,Corporate,Office Supplies,30,0,Yes,No,14-09-2012
O-13660,1021,25.34,Standard Class,Corporate,Office Supplies,45,3,Yes,No,15-09-2012
O-13827,1029,24.04,Same Day,Corporate,Office Supplies,45,5,Yes,No,16-09-2012
O-13923,1030,24.3,Standard Class,Corporate,Office Supplies,45,5,Yes,No,17-09-2012
O-13711,1012,23.92,First Class,Corporate,Furniture,45,0,Yes,No,18-09-2012
O-13933,1011,24.95,Standard Class,Corporate,Office Supplies,45,5,Yes,No,19-09-2012
O-13810,1010,24.03,Second Class,Consumer,Office Supplies,45,0,Yes,No,20-09-2012
O-13836,1025,24.3,First Class,Corporate,Office Supplies,45,3,Yes,No,21-09-2012
O-13774,1013,25.02,Standard Class,Consumer,Office Supplies,45,0,No,No,22-09-2012
O-13795,1022,25.65,Standard Class,Corporate,Office Supplies,45,0,Yes,No,23-09-2012
O-13737,1024,24.89,Same Day,Corporate,Office Supplies,45,0,Yes,No,24-09-2012
O-14062,1003,25.23,Second Class,Corporate,Office Supplies,30,0,No,No,25-09-2012
O-13834,1021,24.65,Second Class,Corporate,Office Supplies,45,3,Yes,No,26-09-2012
O-13873,1012,24.84,Standard Class,Corporate,Office Supplies,45,0,Yes,No,27-09-2012
O-13925,1012,24.23,Standard Class,Corporate,Office Supplies,45,3,Yes,No,28-09-2012
O-13930,1026,24.69,Standard Class,Corporate,Office Supplies,45,5,Yes,No,29-09-2012
O-13809,1022,24.54,Standard Class,Corporate,Office Supplies,45,3,No,No,30-09-2012
O-13985,1007,23.59,Standard Class,Corporate,Office Supplies,45,5,Yes,No,01-10-2012
O-14039,1003,23.76,Second Class,Corporate,Office Supplies,45,0,Yes,No,02-10-2012
O-14014,1024,23.15,Second Class,Corporate,Office Supplies,45,5,Yes,No,03-10-2012
O-14016,1013,23.75,First Class,Consumer,Office Supplies,45,5,No,No,04-10-2012
O-14089,1026,22.72,Standard Class,Corporate,Office Supplies,45,5,Yes,No,05-10-2012
O-14339,1021,23.16,Standard Class,Corporate,Office Supplies,30,0,Yes,No,06-10-2012
O-14196,1007,22.06,Standard Class,Corporate,Office Supplies,45,5,No,No,07-10-2012
O-14079,1022,22.44,Standard Class,Corporate,Office Supplies,45,5,No,No,08-10-2012
O-14213,1018,22.84,First Class,Corporate,Office Supplies,45,5,No,No,09-10-2012
O-14349,1030,22.71,Standard Class,Corporate,Office Supplies,45,0,Yes,No,10-10-2012
O-14326,1015,22.38,Standard Class,Consumer,Office Supplies,45,3,No,No,11-10-2012
O-14465,1021,21.89,Same Day,Corporate,Office Supplies,30,3,Yes,No,12-10-2012
O-14467,1014,22.95,Standard Class,Corporate,Office Supplies,45,3,No,No,13-10-2012
O-14558,1025,23.46,Standard Class,Corporate,Office Supplies,45,5,Yes,No,14-10-2012
O-14390,1025,23.37,Standard Class,Corporate,Furniture,45,0,Yes,No,15-10-2012
O-14758,1029,24.22,Standard Class,Corporate,Office Supplies,45,5,Yes,No,16-10-2012
O-14779,1029,24.79,First Class,Corporate,Office Supplies,45,5,Yes,No,17-10-2012
O-14499,1022,25.25,Second Class,Corporate,Office Supplies,45,5,No,No,18-10-2012
O-14713,1021,25.61,Second Class,Corporate,Office Supplies,45,5,Yes,No,19-10-2012
O-14350,1026,25.62,Standard Class,Corporate,Office Supplies,45,0,Yes,No,20-10-2012
O-14909,1022,25.11,Second Class,Corporate,Office Supplies,14,0,No,No,21-10-2012
O-14442,1021,25.06,Same Day,Corporate,Office Supplies,45,5,No,No,22-10-2012
O-14691,1029,24.79,Standard Class,Corporate,Office Supplies,45,3,No,No,23-10-2012
O-14943,1015,25.12,Second Class,Consumer,Office Supplies,45,0,Yes,No,24-10-2012
O-15000,1024,24.9,Standard Class,Corporate,Office Supplies,30,0,No,No,25-10-2012
O-14973,1012,25.26,Standard Class,Corporate,Technology,45,3,No,No,26-10-2012
O-15120,1005,24.65,Standard Class,Corporate,Office Supplies,45,3,Yes,No,27-10-2012
O-15165,1010,24.81,Standard Class,Consumer,Technology,45,5,No,No,28-10-2012
O-14830,1024,24.95,Standard Class,Corporate,Office Supplies,45,0,Yes,No,29-10-2012
O-15354,1030,24.82,First Class,Corporate,Office Supplies,30,0,Yes,No,30-10-2012
O-15031,1025,24.22,Same Day,Corporate,Office Supplies,30,0,Yes,No,31-10-2012
O-14946,1012,23.74,First Class,Corporate,Office Supplies,45,3,Yes,No,01-11-2012
O-15020,1024,23.85,Same Day,Corporate,Office Supplies,30,3,No,No,02-11-2012
O-14840,1012,23.03,Standard Class,Corporate,Office Supplies,45,3,No,No,03-11-2012
O-15404,1025,22.88,Standard Class,Corporate,Office Supplies,45,0,Yes,No,04-11-2012
O-15441,1026,22.56,Second Class,Corporate,Office Supplies,30,0,Yes,No,05-11-2012
O-15110,1012,21.67,Standard Class,Corporate,Office Supplies,45,0,Yes,No,06-11-2012
O-15422,1011,21.66,Standard Class,Corporate,Office Supplies,45,3,Yes,No,07-11-2012
O-15076,1025,21.81,Standard Class,Corporate,Office Supplies,45,0,Yes,No,08-11-2012
O-15299,1025,21.28,Standard Class,Corporate,Furniture,45,0,Yes,No,09-11-2012
O-15178,1025,20.05,First Class,Corporate,Office Supplies,45,5,Yes,No,10-11-2012
O-15710,1012,19.98,Standard Class,Corporate,Office Supplies,30,0,Yes,No,11-11-2012
O-15369,1011,18.26,Standard Class,Corporate,Office Supplies,45,5,Yes,No,12-11-2012
O-15635,1022,19.16,Standard Class,Corporate,Office Supplies,30,0,Yes,No,13-11-2012
O-15707,1010,20.13,Same Day,Consumer,Office Supplies,45,0,Yes,No,14-11-2012
O-15681,1012,18.72,Standard Class,Corporate,Technology,45,0,No,No,15-11-2012
O-15941,1025,18.12,Standard Class,Corporate,Furniture,45,5,No,No,16-11-2012
O-15718,1013,18.39,First Class,Consumer,Office Supplies,45,3,Yes,No,17-11-2012
O-15414,1022,18.85,First Class,Corporate,Office Supplies,45,0,Yes,No,18-11-2012
O-15957,1025,18.32,Standard Class,Corporate,Furniture,45,3,Yes,No,19-11-2012
O-15531,1022,15.04,Standard Class,Corporate,Office Supplies,45,3,Yes,No,20-11-2012
O-15525,1025,16.24,Same Day,Corporate,Office Supplies,45,0,Yes,No,21-11-2012
O-15800,1012,15.59,Standard Class,Corporate,Technology,45,0,No,No,22-11-2012
O-15752,1025,14.3,First Class,Corporate,Office Supplies,45,0,Yes,No,23-11-2012
O-16121,1022,13.87,Second Class,Corporate,Office Supplies,45,3,Yes,No,24-11-2012
O-15648,1024,14.02,Second Class,Corporate,Office Supplies,45,3,No,No,25-11-2012
O-15997,1024,12.74,Standard Class,Corporate,Office Supplies,30,0,No,No,26-11-2012
O-16076,1026,12.83,Second Class,Corporate,Office Supplies,45,5,Yes,No,27-11-2012
O-16120,1026,12.68,Standard Class,Corporate,Office Supplies,45,5,No,No,28-11-2012
O-16165,1029,13.8,Second Class,Corporate,Office Supplies,45,0,Yes,No,29-11-2012
O-16239,1010,15.75,Standard Class,Consumer,Office Supplies,30,0,No,No,30-11-2012
O-16040,1018,14.87,Second Class,Corporate,Office Supplies,45,0,No,No,01-12-2012
O-16198,1013,13.99,Standard Class,Consumer,Office Supplies,45,5,No,No,02-12-2012
O-16231,1025,14.56,Standard Class,Corporate,Furniture,45,0,Yes,No,03-12-2012
O-16465,1013,13.91,Second Class,Consumer,Office Supplies,45,5,Yes,No,04-12-2012
O-16517,1010,14.06,Standard Class,Consumer,Office Supplies,45,0,Yes,No,05-12-2012
O-16669,1029,13.07,Second Class,Corporate,Furniture,30,0,No,No,06-12-2012
O-16949,1015,13.84,Standard Class,Consumer,Office Supplies,45,5,Yes,No,07-12-2012
O-16657,1022,14.03,Second Class,Corporate,Furniture,45,3,Yes,No,08-12-2012
O-16598,1024,13.77,Standard Class,Corporate,Office Supplies,45,3,Yes,No,09-12-2012
O-16576,1026,13.16,Standard Class,Corporate,Office Supplies,45,3,Yes,No,10-12-2012
O-16807,1024,14.27,Standard Class,Corporate,Office Supplies,30,0,Yes,No,11-12-2012
O-16658,1012,14.94,First Class,Corporate,Furniture,45,0,Yes,No,12-12-2012
O-16551,1024,15.86,Second Class,Corporate,Office Supplies,45,3,Yes,No,13-12-2012
O-16618,1030,15.37,First Class,Corporate,Office Supplies,45,0,No,No,14-12-2012
O-16804,1028,15.28,Standard Class,Consumer,Office Supplies,45,5,No,No,15-12-2012
O-16463,1024,15.86,Second Class,Corporate,Office Supplies,45,3,No,No,16-12-2012
O-16763,1012,14.76,Same Day,Corporate,Office Supplies,45,0,Yes,No,17-12-2012
O-16476,1012,14.16,Standard Class,Corporate,Office Supplies,45,0,No,No,18-12-2012
O-17241,1010,14.03,Standard Class,Consumer,Furniture,45,0,Yes,No,19-12-2012
O-16772,1013,13.7,Standard Class,Consumer,Office Supplies,45,5,No,No,20-12-2012
O-16780,1010,13.54,Second Class,Consumer,Office Supplies,45,3,No,No,21-12-2012
O-16690,1025,12.87,Second Class,Corporate,Office Supplies,45,0,Yes,No,22-12-2012
O-17053,1021,13.78,Second Class,Corporate,Office Supplies,45,5,Yes,No,23-12-2012
O-17136,1013,12.89,First Class,Consumer,Office Supplies,45,5,No,No,24-12-2012
O-16993,1026,12.59,Standard Class,Corporate,Office Supplies,45,5,Yes,No,25-12-2012
O-17232,1029,12.84,Standard Class,Corporate,Office Supplies,45,5,Yes,No,26-12-2012
O-17088,1024,12.33,Standard Class,Corporate,Office Supplies,45,5,Yes,No,27-12-2012
O-17221,1025,11.5,Standard Class,Corporate,Furniture,45,0,Yes,No,28-12-2012
O-17324,1025,11.8,Standard Class,Corporate,Office Supplies,45,5,Yes,No,29-12-2012
O-17249,1013,13.28,First Class,Consumer,Office Supplies,45,5,No,No,30-12-2012
O-17080,1010,12.97,First Class,Consumer,Furniture,45,0,No,No,31-12-2012
O-17353,1007,13.57,Second Class,Corporate,Office Supplies,45,5,Yes,No,01-01-2013
O-16982,1030,13.24,Second Class,Corporate,Office Supplies,45,0,No,No,02-01-2013
O-17358,1025,12.7,Standard Class,Corporate,Office Supplies,45,0,Yes,No,03-01-2013
O-17195,1012,13.21,Second Class,Corporate,Office Supplies,45,0,Yes,No,04-01-2013
O-17557,1026,13.7,Standard Class,Corporate,Office Supplies,14,0,No,No,05-01-2013
O-17323,1013,13.06,Standard Class,Consumer,Office Supplies,45,3,No,No,06-01-2013
O-17689,1025,13.43,First Class,Corporate,Office Supplies,30,3,No,No,07-01-2013
O-17607,1025,14.25,Standard Class,Corporate,Office Supplies,45,5,Yes,No,08-01-2013
O-17843,1018,14.29,Second Class,Corporate,Office Supplies,45,3,Yes,No,09-01-2013
O-17451,1026,14.03,Standard Class,Corporate,Office Supplies,45,3,No,No,10-01-2013
O-17605,1025,13.57,Standard Class,Corporate,Office Supplies,45,3,Yes,No,11-01-2013
O-17954,1025,14.04,Standard Class,Corporate,Furniture,45,3,Yes,No,12-01-2013
O-17859,1014,13.54,Standard Class,Corporate,Office Supplies,45,3,No,No,13-01-2013
O-17721,1022,13.63,Same Day,Corporate,Office Supplies,45,5,Yes,No,14-01-2013
O-17723,1007,12.74,Second Class,Corporate,Office Supplies,45,0,No,No,15-01-2013
O-17720,1024,12.78,Standard Class,Corporate,Office Supplies,45,3,Yes,No,16-01-2013
O-17989,1015,12.86,Standard Class,Consumer,Office Supplies,45,5,No,No,17-01-2013
O-18061,1012,12.25,Standard Class,Corporate,Office Supplies,45,3,Yes,No,18-01-2013
O-18056,1012,12.34,Standard Class,Corporate,Office Supplies,45,3,Yes,No,19-01-2013
O-18106,1018,12.15,Second Class,Corporate,Office Supplies,45,3,No,No,20-01-2013
O-18006,1022,12.26,First Class,Corporate,Office Supplies,45,3,Yes,No,21-01-2013
O-18013,1021,12.37,First Class,Corporate,Office Supplies,45,0,Yes,No,22-01-2013
O-18037,1012,12.33,Second Class,Corporate,Office Supplies,45,3,Yes,No,23-01-2013
O-18311,1026,12.19,Standard Class,Corporate,Office Supplies,45,5,Yes,No,24-01-2013
O-18671,1028,12.96,Standard Class,Consumer,Office Supplies,45,0,Yes,No,25-01-2013
O-18549,1022,13.51,Second Class,Corporate,Furniture,45,5,No,No,26-01-2013
O-18744,1025,13.29,Standard Class,Corporate,Office Supplies,45,5,Yes,No,27-01-2013
O-18221,1022,13,Standard Class,Corporate,Office Supplies,45,3,No,No,28-01-2013
O-18846,1024,13.24,Second Class,Corporate,Technology,45,0,No,No,29-01-2013
O-18482,1012,12.94,Standard Class,Corporate,Office Supplies,45,5,Yes,No,30-01-2013
O-18545,1024,12.67,First Class,Corporate,Office Supplies,45,0,Yes,No,31-01-2013
O-18544,1012,12.53,Standard Class,Corporate,Office Supplies,45,5,Yes,No,01-02-2013
O-19114,1021,12.19,Standard Class,Corporate,Office Supplies,14,0,Yes,No,02-02-2013
O-19399,1024,11.91,Standard Class,Corporate,Office Supplies,30,5,Yes,No,03-02-2013
O-18944,1002,11.76,First Class,Corporate,Office Supplies,45,0,Yes,No,04-02-2013
O-18851,1025,11.17,Standard Class,Corporate,Technology,45,0,Yes,No,05-02-2013
O-18844,1012,11.83,Second Class,Corporate,Office Supplies,45,0,Yes,No,06-02-2013
O-18719,1013,12.62,Second Class,Consumer,Office Supplies,45,0,No,No,07-02-2013
O-19172,1024,12.62,Standard Class,Corporate,Office Supplies,45,5,Yes,No,08-02-2013
O-18898,1010,12.81,Standard Class,Consumer,Office Supplies,45,0,Yes,No,09-02-2013
O-18894,1026,12.96,Standard Class,Corporate,Office Supplies,45,5,Yes,No,10-02-2013
O-19119,1014,13.46,Standard Class,Corporate,Office Supplies,45,0,Yes,No,11-02-2013
O-19159,1024,13.29,Second Class,Corporate,Office Supplies,45,5,Yes,No,12-02-2013
O-19305,1013,12.88,Standard Class,Consumer,Office Supplies,45,0,Yes,No,13-02-2013
O-19288,1024,13.07,Standard Class,Corporate,Office Supplies,45,0,Yes,No,14-02-2013
O-19409,1012,13.28,Second Class,Corporate,Furniture,45,5,Yes,No,15-02-2013
O-19372,1028,13.36,Standard Class,Consumer,Office Supplies,45,0,No,No,16-02-2013
O-19417,1025,13.78,Second Class,Corporate,Furniture,45,0,Yes,No,17-02-2013
O-19395,1025,14.25,Second Class,Corporate,Office Supplies,45,5,Yes,No,18-02-2013
O-19273,1021,14.64,Standard Class,Corporate,Office Supplies,45,0,Yes,No,19-02-2013
O-19534,1026,13.98,Standard Class,Corporate,Office Supplies,45,5,Yes,No,20-02-2013
O-19822,1012,13.83,Standard Class,Corporate,Technology,45,0,Yes,No,21-02-2013
O-19482,1012,14.18,Second Class,Corporate,Office Supplies,45,3,Yes,No,22-02-2013
O-19775,1012,14.17,Standard Class,Corporate,Office Supplies,45,3,Yes,No,23-02-2013
O-19735,1025,13.5,First Class,Corporate,Office Supplies,45,5,Yes,No,24-02-2013
O-19429,1007,13.48,Second Class,Corporate,Office Supplies,45,0,Yes,No,25-02-2013
O-20102,1003,12.95,Second Class,Corporate,Office Supplies,45,3,Yes,No,26-02-2013
O-19545,1026,13,Second Class,Corporate,Office Supplies,45,0,Yes,No,27-02-2013
O-19783,1026,12.42,Standard Class,Corporate,Office Supplies,45,5,No,No,28-02-2013
O-19480,1025,12.89,Standard Class,Corporate,Office Supplies,45,0,No,No,01-03-2013
O-19982,1013,13.02,Standard Class,Consumer,Office Supplies,45,5,No,No,02-03-2013
O-20089,1012,12.74,Standard Class,Corporate,Office Supplies,45,5,Yes,No,03-03-2013
O-19573,1007,12.76,Standard Class,Corporate,Office Supplies,45,0,Yes,No,04-03-2013
O-19842,1024,12.56,Standard Class,Corporate,Office Supplies,45,0,Yes,No,05-03-2013
O-20052,1012,12.62,Same Day,Corporate,Office Supplies,45,0,Yes,No,06-03-2013
O-19778,1026,13.02,Standard Class,Corporate,Office Supplies,45,0,Yes,No,07-03-2013
O-19821,1012,12.69,Second Class,Corporate,Furniture,45,5,No,No,08-03-2013
O-20367,1015,12.19,Second Class,Consumer,Office Supplies,45,0,Yes,No,09-03-2013
O-20243,1018,11.87,Second Class,Corporate,Office Supplies,45,5,No,No,10-03-2013
O-20084,1025,12.66,Standard Class,Corporate,Office Supplies,45,3,Yes,No,11-03-2013
O-20235,1021,13.24,Standard Class,Corporate,Office Supplies,45,5,Yes,No,12-03-2013
O-20198,1010,13.76,Standard Class,Consumer,Office Supplies,45,0,No,No,13-03-2013
O-20363,1021,13.7,Standard Class,Corporate,Office Supplies,30,5,Yes,No,14-03-2013
O-20268,1012,13.63,Standard Class,Corporate,Office Supplies,45,0,Yes,No,15-03-2013
O-20361,1021,14.24,Standard Class,Corporate,Office Supplies,45,3,Yes,No,16-03-2013
O-20358,1021,14.5,Standard Class,Corporate,Office Supplies,45,5,Yes,No,17-03-2013
O-20233,1012,14.52,Second Class,Corporate,Office Supplies,30,0,No,No,18-03-2013
O-20377,1021,14.51,First Class,Corporate,Office Supplies,45,5,Yes,No,19-03-2013
O-20336,1021,15.38,Standard Class,Corporate,Office Supplies,30,0,No,No,20-03-2013
O-20426,1007,15.21,Second Class,Corporate,Office Supplies,45,5,No,No,21-03-2013
O-20471,1022,15.21,Standard Class,Corporate,Office Supplies,45,5,Yes,No,22-03-2013
O-20570,1024,15.7,Second Class,Corporate,Office Supplies,45,5,Yes,No,23-03-2013
O-20286,1024,15.26,Standard Class,Corporate,Office Supplies,45,0,No,No,24-03-2013
O-20623,1024,14.93,First Class,Corporate,Office Supplies,45,5,Yes,No,25-03-2013
O-20693,1024,15.02,Standard Class,Corporate,Office Supplies,30,0,Yes,No,26-03-2013
O-20636,1021,15.53,Standard Class,Corporate,Office Supplies,45,5,Yes,No,27-03-2013
O-20302,1022,16.1,Standard Class,Corporate,Office Supplies,45,5,No,No,28-03-2013
O-20711,1025,16.57,First Class,Corporate,Office Supplies,30,3,Yes,No,29-03-2013
O-20621,1021,16.92,Standard Class,Corporate,Furniture,45,0,Yes,No,30-03-2013
O-20792,1030,16.43,Same Day,Corporate,Office Supplies,45,5,Yes,No,31-03-2013
O-20674,1012,16.62,Standard Class,Corporate,Office Supplies,45,5,Yes,No,01-04-2013
O-20842,1025,17.08,Standard Class,Corporate,Office Supplies,30,5,No,No,02-04-2013
O-20598,1017,17.17,Standard Class,Corporate,Office Supplies,45,0,No,No,03-04-2013
O-21129,1022,16.9,Standard Class,Corporate,Technology,30,5,Yes,No,04-04-2013
O-20760,1010,16.81,Second Class,Consumer,Office Supplies,45,0,No,No,05-04-2013
O-21092,1014,17.35,Standard Class,Corporate,Office Supplies,45,5,Yes,No,06-04-2013
O-20714,1025,17.63,First Class,Corporate,Office Supplies,45,5,Yes,No,07-04-2013
O-20999,1029,17.21,Standard Class,Corporate,Office Supplies,30,5,No,No,08-04-2013
O-20949,1007,17.39,Standard Class,Corporate,Office Supplies,45,5,Yes,No,09-04-2013
O-20876,1022,17.36,Standard Class,Corporate,Office Supplies,30,0,Yes,No,10-04-2013
O-20858,1021,17.91,Standard Class,Corporate,Office Supplies,45,3,Yes,No,11-04-2013
O-20919,1021,17.7,Second Class,Corporate,Office Supplies,45,5,Yes,No,12-04-2013
O-20869,1022,17.82,Standard Class,Corporate,Office Supplies,45,0,No,No,13-04-2013
O-21142,1030,17.7,Second Class,Corporate,Office Supplies,45,3,Yes,No,14-04-2013
O-21096,1014,17.88,Standard Class,Corporate,Furniture,45,0,Yes,No,15-04-2013
O-20945,1003,17.98,Standard Class,Corporate,Office Supplies,45,3,No,No,16-04-2013
O-21237,1018,18.18,Standard Class,Corporate,Office Supplies,45,5,Yes,No,17-04-2013
O-21266,1024,18.87,First Class,Corporate,Furniture,45,3,Yes,No,18-04-2013
O-20981,1021,18.96,Standard Class,Corporate,Office Supplies,45,0,Yes,No,19-04-2013
O-20960,1021,18.93,First Class,Corporate,Office Supplies,45,0,Yes,No,20-04-2013
O-21091,1015,18.44,Second Class,Consumer,Office Supplies,45,5,No,No,21-04-2013
O-21097,1024,18.46,Standard Class,Corporate,Office Supplies,45,0,Yes,No,22-04-2013
O-21137,1026,18.51,Second Class,Corporate,Technology,45,5,No,No,23-04-2013
O-21187,1007,17.77,Standard Class,Corporate,Office Supplies,45,0,Yes,No,24-04-2013
O-21054,1012,17.07,Second Class,Corporate,Office Supplies,45,3,Yes,No,25-04-2013
O-21133,1022,17.56,Standard Class,Corporate,Office Supplies,45,0,Yes,No,26-04-2013
O-21140,1026,17.49,Standard Class,Corporate,Furniture,45,0,No,No,27-04-2013
O-21192,1026,18.09,Standard Class,Corporate,Furniture,45,3,Yes,No,28-04-2013
O-21331,1010,18.21,Standard Class,Consumer,Office Supplies,45,0,Yes,No,29-04-2013
O-21164,1026,17.98,Second Class,Corporate,Office Supplies,45,5,Yes,No,30-04-2013
O-21477,1025,17.74,Standard Class,Corporate,Furniture,45,5,Yes,No,01-05-2013
O-21551,1026,17.5,Second Class,Corporate,Office Supplies,45,5,Yes,No,02-05-2013
O-21545,1026,18.68,Standard Class,Corporate,Office Supplies,30,5,Yes,No,03-05-2013
O-21383,1000,19.01,Standard Class,Consumer,Office Supplies,45,0,Yes,No,04-05-2013
O-21678,1005,19.3,Second Class,Corporate,Office Supplies,45,5,No,No,05-05-2013
O-21507,1026,19.4,Standard Class,Corporate,Office Supplies,30,3,Yes,No,06-05-2013
O-21413,1012,19.91,Standard Class,Corporate,Office Supplies,45,0,Yes,No,07-05-2013
O-21552,1026,19.93,Standard Class,Corporate,Office Supplies,45,3,Yes,No,08-05-2013
O-21747,1013,20.14,Standard Class,Consumer,Office Supplies,45,5,Yes,No,09-05-2013
O-21421,1021,20.53,Standard Class,Corporate,Office Supplies,45,3,Yes,No,10-05-2013
O-21558,1011,20.67,Standard Class,Corporate,Office Supplies,45,0,Yes,No,11-05-2013
O-21876,1007,20.55,Standard Class,Corporate,Office Supplies,30,3,Yes,No,12-05-2013
O-21473,1025,20.39,Second Class,Corporate,Office Supplies,45,3,Yes,No,13-05-2013
O-21694,1005,20.04,First Class,Corporate,Office Supplies,45,0,Yes,No,14-05-2013
O-21984,1011,19.99,Standard Class,Corporate,Technology,45,5,Yes,No,15-05-2013
O-21871,1022,19.57,Second Class,Corporate,Office Supplies,14,3,No,No,16-05-2013
O-21639,1011,19.44,Second Class,Corporate,Office Supplies,45,0,Yes,No,17-05-2013
O-21531,1025,19.48,Standard Class,Corporate,Office Supplies,45,0,No,No,18-05-2013
O-21924,1011,19.37,Standard Class,Corporate,Office Supplies,45,5,Yes,No,19-05-2013
O-21883,1025,19.41,Standard Class,Corporate,Office Supplies,45,3,Yes,No,20-05-2013
O-21887,1012,19.93,Standard Class,Corporate,Office Supplies,45,5,Yes,No,21-05-2013
O-21970,1013,19.62,Second Class,Consumer,Office Supplies,45,3,Yes,No,22-05-2013
O-21725,1021,19.14,Standard Class,Corporate,Office Supplies,45,5,Yes,No,23-05-2013
O-21975,1025,19.46,Second Class,Corporate,Office Supplies,45,5,Yes,No,24-05-2013
O-22040,1010,19.98,Standard Class,Consumer,Office Supplies,30,0,No,No,25-05-2013
O-21914,1022,20.35,Second Class,Corporate,Furniture,45,5,No,No,26-05-2013
O-21979,1013,20.28,Second Class,Consumer,Office Supplies,45,0,No,No,27-05-2013
O-22160,1010,20.35,Standard Class,Consumer,Office Supplies,30,5,No,No,28-05-2013
O-22253,1010,20.4,First Class,Consumer,Office Supplies,45,5,Yes,No,29-05-2013
O-22066,1022,20,Standard Class,Corporate,Office Supplies,45,5,Yes,No,30-05-2013
O-22220,1021,19.8,Standard Class,Corporate,Office Supplies,30,5,Yes,No,31-05-2013
O-22131,1011,19.34,Second Class,Corporate,Office Supplies,45,5,Yes,No,01-06-2013
O-22359,1019,19.6,Standard Class,Corporate,Furniture,45,0,Yes,No,02-06-2013
O-22317,1012,19.48,Standard Class,Corporate,Office Supplies,45,5,Yes,No,03-06-2013
O-22126,1022,19.79,Second Class,Corporate,Office Supplies,45,5,Yes,No,04-06-2013
O-22008,1010,20.33,Second Class,Consumer,Office Supplies,45,0,No,No,05-06-2013
O-22163,1025,20.32,Second Class,Corporate,Office Supplies,30,0,No,No,06-06-2013
O-22513,1005,20.98,Second Class,Corporate,Office Supplies,45,3,Yes,No,07-06-2013
O-22326,1021,21.07,Standard Class,Corporate,Office Supplies,45,5,Yes,No,08-06-2013
O-22282,1021,21.68,Standard Class,Corporate,Office Supplies,30,5,No,No,09-06-2013
O-22419,1021,21.84,Second Class,Corporate,Technology,45,0,Yes,No,10-06-2013
O-22099,1026,21.64,Second Class,Corporate,Office Supplies,45,0,Yes,No,11-06-2013
O-22305,1029,22.39,Standard Class,Corporate,Office Supplies,45,0,No,No,12-06-2013
O-22398,1024,22.55,First Class,Corporate,Office Supplies,45,3,Yes,No,13-06-2013
O-22356,1024,22.86,First Class,Corporate,Technology,45,5,No,No,14-06-2013
O-22255,1012,22.87,Standard Class,Corporate,Office Supplies,45,0,Yes,No,15-06-2013
O-22618,1010,22.86,Second Class,Consumer,Office Supplies,45,5,Yes,No,16-06-2013
O-22444,1026,22.86,Standard Class,Corporate,Office Supplies,45,3,Yes,No,17-06-2013
O-22560,1025,23.26,Standard Class,Corporate,Furniture,45,3,Yes,No,18-06-2013
O-22572,1012,23.34,Standard Class,Corporate,Office Supplies,45,5,Yes,No,19-06-2013
O-22364,1022,23.78,Second Class,Corporate,Office Supplies,45,0,Yes,No,20-06-2013
O-22587,1026,23.65,Second Class,Corporate,Office Supplies,30,3,No,No,21-06-2013
O-22443,1024,23.59,Second Class,Corporate,Office Supplies,45,0,No,No,22-06-2013
O-22449,1025,23.42,Standard Class,Corporate,Office Supplies,45,0,Yes,No,23-06-2013
O-22511,1021,23.64,Same Day,Corporate,Office Supplies,45,5,Yes,No,24-06-2013
O-22933,1024,23.53,Standard Class,Corporate,Office Supplies,45,5,Yes,No,25-06-2013
O-22713,1025,23.26,Same Day,Corporate,Office Supplies,45,3,Yes,No,26-06-2013
O-22818,1025,23.62,Standard Class,Corporate,Furniture,45,0,Yes,No,27-06-2013
O-23071,1015,24.06,Second Class,Consumer,Technology,45,5,No,No,28-06-2013
O-22813,1029,23.83,Second Class,Corporate,Office Supplies,45,0,No,No,29-06-2013
O-22895,1012,22.8,Standard Class,Corporate,Office Supplies,45,5,Yes,No,30-06-2013
O-23376,1015,23.43,Second Class,Consumer,Office Supplies,45,5,Yes,No,01-07-2013
O-23153,1015,23.51,First Class,Consumer,Office Supplies,45,3,Yes,No,02-07-2013
O-23067,1024,23.76,First Class,Corporate,Office Supplies,45,5,Yes,No,03-07-2013
