Cust_id,Qtr1_Bal,Qtr2_Bal,Qtr3_Bal,Qtr4_Bal,Perc_inc_q4_q1,Wallet_trx,Age,Gender,Area
C3954,37,42,21,77,1.1,37,26,Female,North
C4011,6,36,19,88,13.7,295,18,Male,North
C4075,35,19,20,66,0.9,30,23,Male,West
C4200,24,16,29,71,2,54,27,Female,South
C4312,44,16,19,67,0.5,23,23,Male,South
C4332,17,13,30,65,2.8,69,29,Male,North
C4400,23,27,19,69,2,55,20,Female,South
C4449,11,35,19,69,5.3,122,27,Female,North
C4511,25,22,22,87,2.5,63,30,Male,North
C4671,25,22,15,93,2.7,68,30,Male,West
C4681,39,10,11,60,0.5,23,28,Male,East
C4685,32,18,29,67,1.1,36,27,Female,South
C4992,20,24,23,63,2.2,58,18,Female,North
C5161,9,8,26,59,5.6,127,22,Female,West
C5409,43,10,28,81,0.9,33,22,Female,South
C5426,38,30,25,71,0.9,32,26,Female,East
C5431,40,12,14,65,0.6,27,24,Female,West
C5445,35,20,23,56,0.6,26,24,Female,East
C5626,15,12,33,65,3.3,80,22,Male,North
C5868,25,40,17,60,1.4,40,30,Male,West
C5904,4,39,37,88,21,448,20,Male,West
C6251,16,29,19,62,2.9,70,29,Male,West
C6295,11,15,26,86,6.8,152,19,Male,South
C6588,49,8,15,72,0.5,22,21,Male,North
C6641,14,27,15,64,3.6,85,23,Male,South
C6760,28,35,14,60,1.1,37,18,Female,East
C6781,41,8,21,73,0.8,30,29,Female,West
C6878,26,20,20,85,2.3,59,23,Male,South
C7263,5,31,27,91,17.2,371,18,Female,North
C7353,49,21,20,59,0.2,17,26,Male,North
C7466,49,26,27,83,0.7,27,27,Male,West
C7690,6,9,13,63,9.5,209,29,Female,East
C7714,35,23,32,78,1.2,38,29,Male,South
C7721,2,19,18,67,32.5,690,27,Female,West
C7726,47,31,24,79,0.7,29,25,Female,South
C7786,37,17,22,82,1.2,39,25,Female,West
C8113,37,42,33,61,0.6,27,25,Female,North
C8428,19,25,21,63,2.3,61,21,Female,North
C8551,21,29,29,76,2.6,68,26,Female,West
C8623,49,28,22,93,0.9,33,25,Female,West
C8773,45,16,32,86,0.9,31,27,Male,West
C9011,40,32,32,84,1.1,35,22,Male,West
C9209,25,24,18,61,1.4,43,22,Female,North
C9246,13,10,18,62,3.8,91,22,Female,North
C9273,10,40,17,69,5.9,135,28,Female,West
C9495,6,24,26,95,14.8,321,26,Female,East
C9574,29,40,14,60,1.1,36,23,Female,West
C9712,1,37,32,78,77,1621,23,Male,North
C10158,26,42,35,87,2.3,62,21,Female,North
C10208,11,16,26,94,7.5,168,18,Male,North
C10212,19,39,33,85,3.5,83,28,Male,North
C10478,11,28,37,86,6.8,152,34,Male,South
C10481,49,17,16,82,0.7,27,29,Male,South
C10528,21,29,20,95,3.5,87,22,Female,North
C10779,31,20,31,65,1.1,34,36,Male,West
C10810,45,35,12,62,0.4,22,30,Female,North
C10893,49,29,36,57,0.2,18,38,Female,South
C10936,13,34,25,57,3.4,83,43,Female,North
C10990,12,20,10,93,6.8,151,26,Male,East
C1647,14,36,14,68,3.9,93,30,Female,West
C1662,40,21,31,70,0.8,30,29,Female,East
C1708,49,34,15,67,0.4,20,18,Male,South
C1728,33,20,32,60,0.8,31,18,Female,North
C1742,33,37,25,76,1.3,39,24,Male,North
C1791,39,18,34,95,1.4,44,30,Female,South
C1805,9,38,20,55,5.1,116,30,Male,East
C1871,35,13,15,81,1.3,41,25,Female,West
C1922,17,10,20,91,4.4,102,38,Male,East
C1959,36,16,19,57,0.6,26,29,Female,South
C2282,41,8,27,76,0.9,30,19,Male,East
C2372,28,18,14,86,2.1,55,23,Male,South
C3024,40,21,27,63,0.6,26,32,Female,South
C3041,3,25,21,65,20.7,442,28,Female,South
C3072,42,21,17,74,0.8,30,43,Female,North
C3095,43,28,21,56,0.3,19,21,Male,East
C3113,10,32,34,74,6.4,143,29,Male,West
C3336,23,37,30,92,3,74,43,Male,East
C3346,20,8,20,71,2.6,66,25,Female,West
C3366,39,36,21,93,1.4,41,28,Male,North
C3397,21,18,27,76,2.6,68,31,Female,South
C3475,46,28,17,59,0.3,20,30,Female,East
C3542,1,34,21,64,63,1329,18,Female,South
C3559,41,36,30,63,0.5,23,25,Male,West
C3577,22,42,36,90,3.1,78,20,Female,East
C3682,28,31,32,67,1.4,40,25,Male,North
C3770,11,11,27,90,7.2,160,27,Male,East
C3872,32,28,26,56,0.8,29,20,Female,North
C3880,43,36,34,76,0.8,30,38,Female,North
C3984,34,9,32,91,1.7,47,28,Male,West
C4040,17,18,15,73,3.3,81,30,Female,South
C4067,24,41,22,72,2,55,33,Female,South
C4078,16,20,27,91,4.7,108,25,Male,North
C4394,25,8,26,92,2.7,67,20,Male,North
C4409,2,26,25,83,40.5,858,22,Female,North
C4420,43,28,21,71,0.7,26,30,Male,South
C4433,10,40,29,79,6.9,154,30,Male,East
C4467,14,14,28,95,5.8,131,20,Male,West
C4599,3,38,20,94,30.3,643,34,Male,West
C4656,5,21,25,79,14.8,320,27,Female,South
C4667,46,38,20,66,0.4,23,40,Female,West
C4683,23,38,24,74,2.2,57,34,Male,West
C4726,1,40,18,59,58,1222,35,Male,North
C4794,44,10,28,87,1,33,35,Male,North
C4828,6,30,20,84,13,281,30,Male,West
C4853,15,23,30,85,4.7,108,22,Male,East
C4983,30,12,28,78,1.6,47,36,Female,West
C5110,6,31,12,85,13.2,286,32,Female,East
C5266,24,22,10,87,2.6,68,45,Female,North
C5605,10,39,22,56,4.6,106,24,Male,West
C5772,6,32,38,73,11.2,244,22,Female,North
C5781,12,24,15,90,6.5,146,19,Male,North
C5869,43,20,27,72,0.7,28,27,Female,West
C6006,33,30,26,64,0.9,31,24,Male,West
C6019,43,35,20,60,0.4,20,30,Male,North
C6092,40,36,35,80,1,33,21,Male,North
C6386,12,29,19,60,4,93,34,Male,West
C6454,23,17,27,67,1.9,51,18,Male,West
C6550,35,41,35,72,1.1,34,21,Male,North
C6605,20,24,31,68,2.4,61,38,Male,West
C6629,8,11,33,92,10.5,229,30,Male,West
C6761,37,36,14,86,1.3,40,25,Male,South
C6817,26,27,20,92,2.5,64,20,Male,North
C6915,47,27,20,84,0.8,31,28,Female,East
C6998,3,39,18,68,21.7,461,19,Male,East
C7032,34,33,14,91,1.7,49,22,Female,South
C7126,28,37,16,65,1.3,41,22,Female,South
C7226,23,14,23,93,3,77,38,Female,North
C7233,48,31,22,71,0.5,24,18,Female,South
C7256,20,15,28,80,3,76,29,Female,East
C7258,16,39,29,63,2.9,74,41,Female,West
C7357,21,10,18,63,2,55,20,Female,West
C7502,6,21,18,84,13,281,28,Male,North
C7630,5,33,13,77,14.4,312,33,Female,South
C7671,48,18,24,66,0.4,20,39,Male,North
C7890,32,21,29,64,1,35,24,Female,North
C8214,50,26,20,62,0.2,18,26,Male,North
C8226,34,38,21,86,1.5,46,18,Female,East
C8296,6,13,31,94,14.7,316,41,Male,North
C8384,3,8,19,78,25,531,21,Male,East
C8403,24,23,21,89,2.7,68,18,Male,West
C8406,38,20,32,79,1.1,37,29,Female,South
C8517,10,21,25,85,7.5,167,21,Male,West
C8571,7,28,20,75,9.7,214,24,Female,West
C8581,5,22,19,73,13.6,293,29,Male,East
C8613,39,36,32,91,1.3,40,36,Male,West
C8647,47,36,21,63,0.3,22,29,Female,West
C8707,48,33,25,60,0.3,20,21,Female,West
C9004,16,27,19,93,4.8,111,40,Male,South
C9091,5,41,27,86,16.2,350,34,Female,North
C9433,30,16,17,72,1.4,43,23,Female,West
C9508,12,41,20,55,3.6,85,34,Male,West
C9526,1,14,22,91,90,1896,19,Female,South
C9579,19,41,23,60,2.2,58,34,Female,North
C10046,23,27,32,90,2.9,72,,Male,North
C10206,33,29,19,90,1.7,48,,Male,South
C10222,42,41,28,77,0.8,32,,Female,North
C1026,4,9,29,73,17.3,369,,Male,North
C10470,46,9,19,81,0.8,30,,Female,North
C10561,15,34,19,70,3.7,89,,Female,West
C10570,21,10,13,61,1.9,53,,Female,West
C11050,42,20,25,95,1.3,41,,Female,South
C1124,41,15,27,71,0.7,27,,Male,West
C1181,2,37,23,84,41,867,,Male,West
C1302,43,17,29,69,0.6,25,,Male,South
C1511,11,40,11,76,5.9,135,,Female,North
C1727,5,18,24,56,10.2,224,,Female,West
C2106,23,13,16,78,2.4,61,,Male,East
C2473,41,29,34,55,0.3,21,,Female,West
C2535,17,16,26,68,3,75,,Female,West
C2623,38,41,15,61,0.6,27,,Female,South
C2963,42,12,16,90,1.1,36,,Male,South
C3011,19,21,28,79,3.2,77,,Male,West
C3406,47,26,24,61,0.3,19,,Male,West
C3540,42,12,28,80,0.9,33,,Female,South
C3608,31,29,39,61,1,32,,Male,North
C3878,5,38,31,85,16,345,,Female,North
C4029,28,31,19,70,1.5,45,,Female,West
C4066,48,21,28,87,0.8,29,,Male,West
C4121,29,28,21,61,1.1,36,,Female,East
C4187,30,18,22,86,1.9,51,,Male,South
C4376,28,15,35,58,1.1,36,,Female,West
C4595,49,34,26,79,0.6,27,,Female,South
C4966,32,38,30,55,0.7,27,,Male,West
C4981,49,31,29,71,0.4,22,,Male,West
C5051,16,16,23,67,3.2,77,,Male,West
C5094,46,24,12,85,0.8,30,,Male,West
C5268,44,24,21,70,0.6,27,,Female,West
C5578,21,10,18,74,2.5,64,,Male,West
C6147,49,24,25,90,0.8,32,,Female,South
C6382,43,13,24,60,0.4,20,,Male,North
C6604,49,12,23,73,0.5,25,,Female,South
C6719,10,31,16,64,5.4,124,,Female,North
C6837,26,41,11,69,1.7,48,,Female,North
C7061,30,13,34,55,0.8,29,,Male,East
C7265,44,33,20,62,0.4,23,,Female,West
C7274,21,33,18,77,2.7,67,,Male,South
C7393,41,39,27,80,1,34,,Female,East
C7447,19,14,22,94,3.9,95,,Female,West
C7554,12,17,21,56,3.7,86,,Male,West
C7683,4,33,21,91,21.8,464,,Male,North
C8135,43,30,26,56,0.3,21,,Female,South
C8382,13,13,19,93,6.2,141,,Female,South
C8469,48,13,28,76,0.6,25,,Male,North
C8548,9,37,14,90,9,198,,Male,West
C8675,15,42,25,71,3.7,88,,Male,West
C8766,32,17,19,86,1.7,47,,Male,West
C9005,17,16,25,91,4.4,104,,Female,West
C9042,39,15,23,70,0.8,29,,Male,West
C9261,39,29,21,83,1.1,36,,Male,West
C9484,11,29,18,93,7.5,166,,Male,West
C9506,1,39,14,86,85,1791,,Female,West
C9515,2,32,13,94,46,972,,Male,West
C9890,20,15,26,92,3.6,86,,Male,South
C10502,30,20,25,61,1,35,61,Female,East
C1154,5,28,36,91,17.2,371,49,Female,North
C1839,2,9,28,55,26.5,564,58,Female,South
C2312,14,38,22,88,5.3,121,65,Male,South
C2703,38,30,15,85,1.2,40,45,Female,East
C3150,26,23,27,82,2.2,56,49,Male,North
C3162,23,30,20,79,2.4,64,65,Female,West
C3524,13,29,23,82,5.3,121,47,Male,East
C3555,31,22,20,80,1.6,45,59,Male,East
C3991,8,14,14,80,9,200,70,Female,South
C4146,38,34,19,67,0.8,30,62,Female,South
C4753,13,38,36,57,3.4,83,59,Female,West
C4916,43,13,18,69,0.6,25,61,Male,South
C5177,36,29,23,75,1.1,37,48,Female,North
C5482,30,19,36,81,1.7,49,60,Female,East
C5850,35,41,24,87,1.5,43,69,Male,West
C5946,16,28,25,91,4.7,108,58,Male,North
C6661,50,27,17,79,0.6,27,55,Female,South
C6961,13,18,19,95,6.3,144,52,Female,South
C7461,43,24,18,94,1.2,37,56,Male,West
C7499,1,36,26,95,94,1980,59,Female,South
C7927,15,27,17,93,5.2,121,54,Female,South
C8447,5,38,16,72,13.4,289,51,Male,North
C9933,5,17,33,71,13.2,287,52,Female,West
C1011,12,20,19,94,6.8,153,49,Male,North
C10119,13,18,15,87,5.7,129,54,Male,North
C10133,14,29,24,78,4.6,106,49,Male,West
C10352,29,24,17,57,1,34,46,Female,West
C1039,36,42,34,71,1,34,65,Female,North
C10457,28,28,15,90,2.2,58,45,Male,East
C10705,26,33,30,65,1.5,45,45,Female,West
C10795,44,20,16,58,0.3,21,46,Female,West
C1095,24,42,21,83,2.5,63,67,Male,East
C10973,13,10,15,58,3.5,84,68,Female,South
C1440,49,38,20,55,0.1,17,55,Female,North
C1545,39,36,19,77,1,32,46,Male,East
C1712,35,8,24,55,0.6,24,49,Male,South
C1768,23,11,15,60,1.6,45,50,Male,West
C1956,21,36,13,64,2,56,50,Female,West
C1967,5,28,19,73,13.6,295,70,Female,North
C1998,47,10,33,91,0.9,32,65,Male,West
C2013,48,21,21,55,0.1,15,56,Male,North
C2063,34,27,14,63,0.9,32,58,Female,East
C2080,40,31,15,83,1.1,35,47,Male,North
C2228,20,41,29,90,3.5,86,50,Female,South
C2247,20,35,20,87,3.4,83,48,Female,North
C2420,13,12,35,92,6.1,139,45,Female,South
C2861,35,24,19,90,1.6,47,69,Female,West
C2891,48,40,20,76,0.6,25,48,Male,North
C3168,41,29,31,91,1.2,40,48,Female,West
C3357,32,35,20,56,0.8,27,61,Male,North
C3484,45,25,35,78,0.7,28,57,Male,West
C3517,20,13,23,85,3.3,81,46,Female,North
C3619,23,21,17,80,2.5,65,57,Female,West
C4147,29,14,21,86,2,53,68,Male,West
C4324,24,17,21,95,3,75,54,Female,North
C4417,2,11,19,77,37.5,795,57,Female,West
C4425,11,29,23,60,4.5,105,56,Female,South
C4521,34,14,27,64,0.9,30,62,Male,South
C5018,19,25,19,95,4,96,64,Female,South
C5221,46,22,15,70,0.5,25,68,Female,North
C5250,8,24,30,57,6.1,137,53,Male,South
C5406,24,16,13,74,2.1,57,66,Female,North
C5456,29,28,20,91,2.1,56,47,Male,South
C5804,21,22,17,60,1.9,52,69,Female,West
C5972,34,9,31,72,1.1,37,61,Female,West
C6052,46,30,31,67,0.5,22,45,Male,South
C6475,4,25,17,90,21.5,461,48,Female,South
C6696,18,18,17,91,4.1,97,69,Female,North
C6720,14,22,16,81,4.8,110,59,Male,South
C7183,11,32,24,72,5.5,128,60,Female,South
C7235,2,36,20,74,36,764,62,Female,South
C7407,45,42,23,55,0.2,17,57,Male,South
C7472,11,8,18,78,6.1,139,51,Female,West
C7552,11,10,24,70,5.4,124,50,Female,North
C7632,18,35,33,61,2.4,60,47,Male,North
C7911,42,22,25,59,0.4,23,59,Female,North
C7919,21,8,19,73,2.5,63,54,Male,West
C7957,36,10,33,66,0.8,31,63,Female,East
C8048,38,33,19,75,1,34,63,Female,North
C8144,19,35,20,76,3,73,51,Male,West
C8180,43,16,16,61,0.4,23,47,Female,North
C8679,34,33,20,62,0.8,31,62,Female,West
C8759,14,33,31,84,5,115,62,Male,West
C8838,15,36,21,82,4.5,104,56,Male,West
C9111,19,20,25,75,2.9,72,65,Male,North
C9245,44,27,13,58,0.3,21,46,Female,West
C9311,28,18,21,63,1.3,37,55,Male,North
C9575,39,22,28,59,0.5,25,56,Female,West
C9695,21,24,22,59,1.8,49,53,Male,North
C9767,30,36,34,60,1,32,48,Male,South
C9867,17,15,27,73,3.3,81,47,Female,South
C9925,31,36,25,73,1.4,40,49,Male,South
C10040,6,33,17,76,11.7,255,18,Female,West
C10099,17,11,17,95,4.6,107,24,Male,West
C10229,48,29,33,77,0.6,27,28,Female,West
C10304,45,10,16,60,0.3,21,19,Female,West
C10476,36,12,25,76,1.1,35,22,Male,South
C10536,5,31,10,83,15.6,335,19,Male,East
C10551,45,9,15,59,0.3,19,20,Male,North
C10661,28,17,37,74,1.6,46,26,Male,West
C10940,17,22,25,95,4.6,107,26,Male,North
C11016,44,39,21,68,0.5,24,23,Male,South
C1138,5,27,15,72,13.4,289,28,Male,West
C1158,27,32,17,75,1.8,50,28,Female,South
C1321,47,42,33,82,0.7,30,26,Female,South
C1324,15,31,17,81,4.4,104,29,Female,South
C1329,3,42,25,84,27,575,22,Female,South
C1448,36,12,25,89,1.5,43,30,Male,East
C1526,26,36,15,58,1.2,37,29,Male,West
C1655,8,36,24,93,10.6,234,23,Female,South
C1891,21,16,24,88,3.2,78,23,Male,East
C1943,23,29,27,84,2.7,69,26,Female,South
C2175,18,35,21,69,2.8,70,25,Male,East
C2692,13,20,15,81,5.2,119,21,Male,West
C2705,10,31,14,84,7.4,166,28,Female,South
C2778,45,28,19,86,0.9,31,25,Male,West
C3074,20,29,21,79,3,74,27,Female,West
C3124,33,12,16,64,0.9,31,25,Male,East
C3183,21,8,29,65,2.1,55,29,Male,South
C3343,29,10,29,78,1.7,49,29,Female,West
C3504,20,21,11,57,1.9,51,28,Female,South
C3689,4,37,25,95,22.8,485,18,Male,North
C3716,10,31,19,83,7.3,162,28,Male,West
C4574,32,12,21,63,1,32,29,Male,South
C4610,21,24,17,71,2.4,61,27,Male,West
C4693,18,22,15,69,2.8,72,27,Female,West
C4822,31,41,22,65,1.1,36,27,Female,West
C4993,32,21,34,67,1.1,34,20,Male,West
C5178,45,31,16,59,0.3,21,19,Female,South
C5249,46,39,23,82,0.8,31,24,Female,West
C5258,49,37,20,90,0.8,30,26,Male,North
C5306,26,12,20,56,1.2,35,19,Male,North
C5325,6,35,14,95,14.8,321,28,Female,West
C5931,33,35,24,72,1.2,36,26,Male,South
C6613,4,35,38,60,14,301,28,Male,West
C6924,21,8,19,80,2.8,70,18,Male,West
C7240,2,26,13,60,29,617,24,Female,North
C7324,8,17,14,85,9.6,213,28,Female,South
C7358,41,13,35,66,0.6,27,21,Female,South
C7370,44,27,22,55,0.3,17,22,Male,West
C7419,39,37,12,56,0.4,21,21,Male,East
C7508,4,30,35,71,16.8,359,20,Male,South
C7689,29,18,22,70,1.4,41,25,Male,South
C7745,34,12,27,72,1.1,35,25,Male,East
C7778,20,37,15,91,3.6,85,30,Male,West
C7816,30,39,15,82,1.7,48,30,Male,East
C8057,41,10,16,73,0.8,30,20,Female,West
C8137,30,39,32,66,1.2,37,27,Male,West
C8251,17,24,24,69,3.1,76,26,Female,South
C8407,4,35,19,84,20,427,20,Male,West
C8739,28,24,26,73,1.6,45,26,Male,West
C9030,47,24,19,86,0.8,30,29,Male,West
C9040,4,26,32,87,20.8,443,22,Male,West
C9124,46,40,26,58,0.3,20,25,Female,West
C9138,37,30,13,64,0.7,29,27,Female,East
C9228,45,12,25,94,1.1,35,18,Male,North
C9300,27,35,14,85,2.1,56,29,Male,East
C9451,49,30,26,72,0.5,24,26,Female,West
C9618,43,35,14,57,0.3,21,30,Female,West
C9713,5,12,14,59,10.8,236,18,Female,South
C9892,43,25,20,77,0.8,31,26,Female,West
C9922,33,35,24,64,0.9,33,20,Female,East
C10069,17,40,36,55,2.2,59,24,Female,East
C10237,27,27,32,92,2.4,62,20,Male,South
C10417,6,41,19,67,10.2,221,28,Male,South
C10534,6,11,28,69,10.5,230,20,Female,West
C10717,30,36,19,55,0.8,29,19,Male,West
C10748,8,14,16,60,6.5,145,24,Male,North
C10781,24,24,35,68,1.8,51,29,Female,West
C10903,9,15,16,80,7.9,174,21,Male,East
C1173,23,37,29,90,2.9,72,25,Male,West
C1454,24,15,18,61,1.5,45,20,Female,South
C1530,16,33,12,76,3.8,91,26,Female,West
C1533,39,33,20,89,1.3,39,24,Male,East
C1580,14,36,14,74,4.3,102,25,Female,South
C1807,48,18,23,89,0.9,32,25,Female,West
C1826,37,40,33,93,1.5,44,24,Male,South
C1973,33,22,16,60,0.8,29,24,Male,South
C1992,16,27,40,76,3.8,91,27,Female,West
C2024,47,8,15,73,0.6,24,19,Male,West
C2088,1,39,15,64,63,1329,29,Female,East
C2129,24,10,16,70,1.9,51,30,Male,North
C2207,8,19,22,63,6.9,155,24,Female,North
C2509,15,34,15,68,3.5,84,21,Male,North
C2590,41,13,16,69,0.7,26,27,Male,North
C2736,7,25,29,89,11.7,254,28,Male,West
C2759,10,26,24,80,7,158,20,Female,West
C2782,37,27,18,79,1.1,38,24,Female,North
C2931,11,14,15,62,4.6,107,20,Male,South
C3433,22,21,36,95,3.3,82,18,Female,West
C3435,32,12,22,57,0.8,28,25,Male,North
C3473,48,23,11,76,0.6,27,18,Female,South
C3588,38,9,31,88,1.3,40,21,Male,South
C3602,47,32,26,91,0.9,32,29,Male,West
C3606,41,30,35,92,1.2,38,21,Male,East
C3671,33,28,14,75,1.3,38,20,Male,South
C3730,15,21,20,80,4.3,103,26,Female,South
C3736,31,10,22,84,1.7,49,19,Female,West
C3771,5,39,20,84,15.8,341,18,Female,North
C3860,41,34,17,80,1,34,29,Female,West
C4142,1,24,15,71,70,1476,21,Female,East
C4351,38,29,23,75,1,34,24,Female,West
C4577,11,34,23,82,6.5,147,19,Female,South
C4961,23,27,12,92,3,74,29,Male,West
C4970,4,40,15,94,22.5,480,26,Male,North
C5158,23,11,16,92,3,76,25,Female,West
C5638,33,14,39,56,0.7,28,29,Female,West
C5719,5,23,25,60,11,240,29,Female,South
C5722,18,8,19,85,3.7,90,25,Female,South
C5726,19,15,19,66,2.5,62,27,Male,West
C5791,46,42,23,69,0.5,25,19,Female,West
C5907,39,25,17,76,0.9,34,27,Female,South
C5966,48,16,31,95,1,33,30,Male,West
C5976,9,8,33,80,7.9,174,19,Male,South
C6152,16,8,24,63,2.9,72,25,Male,North
C6175,32,19,18,60,0.9,30,18,Male,East
C6223,43,38,13,61,0.4,23,25,Female,West
C6441,9,42,25,88,8.8,195,22,Female,West
C6526,3,22,18,76,24.3,519,20,Female,East
C7101,46,31,17,60,0.3,21,28,Female,South
C7180,28,41,18,88,2.1,58,24,Female,South
C7199,14,22,33,72,4.1,99,30,Female,East
C7206,38,20,19,95,1.5,45,20,Female,South
C7311,28,24,18,78,1.8,49,22,Male,West
C7525,41,36,23,93,1.3,39,20,Male,North
C7701,25,24,20,81,2.2,58,21,Male,East
C7999,27,14,20,78,1.9,51,19,Male,North
C8094,40,41,19,69,0.7,29,20,Female,West
C8099,33,10,17,83,1.5,43,24,Male,North
C8171,38,9,32,88,1.3,42,27,Female,West
C8360,31,22,14,58,0.9,30,29,Male,South
C8412,6,10,16,82,12.7,274,24,Male,West
C8668,11,27,10,78,6.1,137,29,Male,East
C8938,37,36,14,77,1.1,35,29,Male,West
C8963,7,34,21,58,7.3,163,18,Female,South
C9257,22,33,25,85,2.9,71,30,Male,West
C9318,42,32,26,89,1.1,38,27,Female,North
C9488,12,42,32,77,5.4,125,22,Female,West
C9559,27,25,32,66,1.4,41,28,Male,West
C9586,29,31,17,78,1.7,47,20,Male,North
C9623,6,14,39,66,10,218,19,Male,West
C9745,11,12,31,88,7,156,30,Male,West
C9889,3,42,28,87,28,596,26,Female,West
C9996,32,42,15,71,1.2,39,23,Female,South
C10220,37,21,23,84,1.3,39,29,Male,North
C10315,14,11,25,81,4.8,112,23,Female,North
C1037,42,20,22,70,0.7,26,29,Male,West
C10496,27,17,27,66,1.4,43,26,Female,West
C10611,39,17,21,56,0.4,23,27,Female,North
C10642,5,32,35,87,16.4,354,24,Female,North
C10657,34,24,17,90,1.6,46,22,Male,North
C10872,22,36,22,58,1.6,45,24,Male,West
C1218,30,35,22,86,1.9,53,20,Female,West
C1394,24,29,28,62,1.6,44,27,Male,West
C1453,33,12,20,88,1.7,47,19,Male,South
C1767,39,42,33,67,0.7,27,19,Male,West
C1808,27,12,27,70,1.6,47,26,Female,West
C1862,2,34,24,77,37.5,795,27,Female,South
C2060,13,35,31,68,4.2,98,19,Male,West
C2246,23,32,16,72,2.1,58,26,Female,West
C2574,12,34,23,94,6.8,153,30,Male,North
C2675,29,28,16,95,2.3,61,26,Female,North
C2689,47,19,12,90,0.9,34,20,Female,East
C2796,33,26,20,86,1.6,45,21,Male,West
C2906,6,38,33,82,12.7,274,27,Male,North
C2941,43,23,30,63,0.5,24,28,Female,North
C2948,26,20,22,56,1.2,35,21,Male,North
C2958,37,38,21,75,1,33,29,Male,West
C3020,5,31,14,95,18,385,22,Male,South
C3098,1,12,22,90,89,1873,30,Male,North
C3132,36,28,24,85,1.4,40,21,Male,North
C3239,33,22,18,61,0.8,29,25,Male,West
C3275,44,14,19,86,1,34,19,Female,West
C3276,44,11,18,59,0.3,19,29,Male,North
C3663,41,26,16,66,0.6,25,30,Male,North
C3702,32,14,17,83,1.6,45,23,Male,South
C3925,16,33,27,94,4.9,112,26,Male,South
C3986,32,13,22,79,1.5,42,30,Male,West
C4122,20,31,17,95,3.8,91,20,Female,East
C4212,50,11,12,90,0.8,31,26,Female,South
C4267,15,33,20,71,3.7,90,18,Female,East
C4411,38,20,26,87,1.3,41,18,Female,South
C4718,21,30,28,72,2.4,64,19,Female,West
C4819,27,21,26,75,1.8,48,25,Male,West
C5007,5,14,20,86,16.2,350,26,Female,North
C5108,11,15,14,81,6.4,145,21,Female,West
C5230,13,22,22,55,3.2,79,26,Female,South
C5392,10,37,31,88,7.8,175,18,Female,South
C5438,22,33,15,71,2.2,59,23,Female,South
C5545,9,8,17,73,7.1,158,30,Male,West
C5614,13,42,29,76,4.8,113,21,Female,West
C5744,30,35,29,69,1.3,39,18,Male,North
C5854,26,26,37,81,2.1,57,22,Female,East
C6046,49,40,21,86,0.8,28,29,Male,North
C6067,28,11,24,85,2,56,23,Female,South
C6275,47,8,29,58,0.2,17,24,Male,South
C6286,47,32,18,73,0.6,24,19,Male,North
C6316,21,12,18,84,3,76,24,Female,South
C6404,41,36,23,76,0.9,30,26,Male,South
C6408,39,32,26,74,0.9,31,21,Male,North
C6533,5,31,16,72,13.4,289,18,Male,East
C6638,3,33,30,77,24.7,524,30,Male,West
C6899,42,24,22,76,0.8,29,27,Male,North
C6973,37,40,32,77,1.1,37,24,Female,West
C7172,50,38,24,63,0.3,18,28,Male,East
C7222,3,11,20,56,17.7,379,28,Female,West
C7511,9,29,17,70,6.8,153,23,Female,West
C7581,22,42,14,65,2,54,18,Female,North
C7629,25,21,18,95,2.8,72,26,Female,North
C7665,12,14,18,58,3.8,90,29,Male,West
C7672,47,19,18,94,1,33,29,Male,North
C7705,24,33,15,94,2.9,74,24,Female,East
C7848,45,28,31,71,0.6,24,25,Male,West
C7926,46,14,25,95,1.1,37,19,Female,South
C7969,37,10,30,74,1,33,20,Male,East
C7995,19,13,25,86,3.5,86,29,Female,West
C8013,45,21,27,68,0.5,23,23,Male,North
C8263,7,27,35,55,6.9,152,29,Male,West
C8281,6,34,22,55,8.2,179,23,Male,West
C8511,18,34,22,77,3.3,79,19,Male,South
C8546,28,32,34,74,1.6,46,22,Male,North
C8554,42,39,23,91,1.2,37,18,Male,North
C8714,28,16,30,62,1.2,37,25,Male,East
C8741,26,27,15,76,1.9,53,18,Female,South
C8879,46,32,28,88,0.9,33,28,Female,South
C9090,19,12,27,55,1.9,52,20,Female,South
C9126,31,41,23,85,1.7,50,20,Female,West
C9317,1,42,32,61,60,1264,21,Male,South
C9373,27,23,22,84,2.1,57,18,Female,West
C9556,5,13,38,94,17.8,381,18,Male,North
C9776,27,25,31,57,1.1,34,26,Male,East
C9781,41,16,20,76,0.9,30,24,Male,North
C9814,19,26,15,57,2,52,26,Male,West
C9973,33,20,17,67,1,35,26,Female,East
C9976,13,29,16,68,4.2,100,25,Female,East
C10037,38,26,21,92,1.4,42,38,Male,West
C10057,17,38,20,55,2.2,57,,Male,West
C10273,16,26,24,73,3.6,87,,Female,East
C10312,46,24,17,89,0.9,32,,Male,South
C10409,12,11,20,57,3.8,88,39,Male,North
C10568,6,19,18,80,12.3,267,39,Male,West
C10728,44,9,12,61,0.4,20,,Male,West
C1077,10,41,27,82,7.2,162,,Female,South
C10772,28,21,22,83,2,54,33,Female,South
C10786,43,34,28,71,0.7,26,,Male,North
C10922,41,13,12,91,1.2,40,31,Female,South
C10942,26,29,16,84,2.2,58,,Male,North
C10955,32,18,22,64,1,33,,Male,West
C10956,50,34,20,64,0.3,20,36,Female,South
C10994,44,14,25,55,0.3,19,,Female,West
C1135,9,30,29,65,6.2,139,,Male,West
